Category,Name,Description,Manufacturer,Dosage,Source
herbal,Wikispecies,"Wikispecies is a wiki -based online project supported by the Wikimedia Foundation . Its aim is to create a comprehensive open content catalogue of all species ; the project is directed at scientists, rather than at the general public. Jimmy Wales stated that editors are not required to fax in their degrees , but that submissions will have to pass muster with a technical audience. [ 1 ] [ 2 ] Wikispecies is available under the GNU Free Documentation License and CC BY-SA 4.0 .",,,https://en.wikipedia.org/wiki/Wikispecies
herbal,Food and Drug Administration,,,,https://en.wikipedia.org/wiki/Food_and_Drug_Administration
herbal,alcohol,,,"Common: By mouth Uncommon: Inhalation , ophthalmic , insufflation , rectal , injection [ 3 ]",https://en.wikipedia.org/wiki/Alcohol_(drug)
herbal,drugs,,,,https://en.wikipedia.org/wiki/Drug
herbal,ISBN,,,,https://en.wikipedia.org/wiki/ISBN_(identifier)
herbal,ISSN,"An International Standard Serial Number ( ISSN ) is an eight-digit code to uniquely identify a periodical publication (periodical), such as a magazine. [ 1 ] The ISSN is especially helpful in distinguishing between serials with the same title. ISSNs are used in ordering, cataloging, interlibrary loans, and other practices in connection with serial literature. [ 2 ]",,,https://en.wikipedia.org/wiki/ISSN_(identifier)
herbal,National Center for Complementary and Integrative Health,,,,https://en.wikipedia.org/wiki/National_Center_for_Complementary_and_Integrative_Health
herbal,PMID,,,,https://en.wikipedia.org/wiki/PMID_(identifier)
herbal,PMC,,,,https://en.wikipedia.org/wiki/PMC_(identifier)
herbal,S2CID,,,,https://en.wikipedia.org/wiki/S2CID_(identifier)
herbal,drugs.com,,,,https://en.wikipedia.org/wiki/Drugs.com
herbal,National Institute of Health,,,,https://en.wikipedia.org/wiki/National_Institute_of_Health
herbal,MedlinePlus,"MedlinePlus is an online information service produced by the United States National Library of Medicine . The service provides curated consumer health information in English and Spanish with select content in additional languages. [ 1 ] [ 2 ] The site brings together information from the National Library of Medicine (NLM), the National Institutes of Health (NIH), other U.S. government agencies, and health-related organizations.  There is also a site optimized for display on mobile devices, in both English and Spanish. In 2015, about 400 million people from around the world used MedlinePlus. [ 3 ] The service is funded by the NLM and is free to users.",,,https://en.wikipedia.org/wiki/MedlinePlus
herbal,public domain,,,,https://en.wikipedia.org/wiki/Public_domain
herbal,Cornell University,,,,https://en.wikipedia.org/wiki/Cornell_University
herbal,Manila Bulletin,,,,https://en.wikipedia.org/wiki/Manila_Bulletin
herbal,WebMD,,,,https://en.wikipedia.org/wiki/WebMD
herbal,Bibcode,The bibcode (also known as the refcode ) is a compact identifier used by several astronomical data systems to uniquely specify literature references.,,,https://en.wikipedia.org/wiki/Bibcode_(identifier)
herbal,FAO,,,,https://en.wikipedia.org/wiki/FAO
herbal,Alfalfa,,,,https://en.wikipedia.org/wiki/Alfalfa
herbal,Aloe vera,,,,https://en.wikipedia.org/wiki/Aloe_vera
herbal,Anise,,,,https://en.wikipedia.org/wiki/Anise
herbal,Borututu,"Borotutu is traditional medicine made from the African tree Cochlospermum angolense . It is widespread in parts of Angola , where it is known as mburututu in the Chokwe and Kimbundu languages. [ 1 ]",,,https://en.wikipedia.org/wiki/Borututu
herbal,Asthma-plant,,,,https://en.wikipedia.org/wiki/Euphorbia_hirta
herbal,Astragalus,,,,https://en.wikipedia.org/wiki/Astragalus_propinquus
herbal,Cannabis,,,,https://en.wikipedia.org/wiki/Cannabis_(drug)
herbal,medical use,,,,https://en.wikipedia.org/wiki/Medical_cannabis
herbal,Caraway,,,,https://en.wikipedia.org/wiki/Caraway
herbal,Cardamom,,,,https://en.wikipedia.org/wiki/Cardamom
herbal,Chamomile,,,,https://en.wikipedia.org/wiki/Chamomile
herbal,Chaparral,,,,https://en.wikipedia.org/wiki/Larrea_tridentata
herbal,Fenugreek,,,,https://en.wikipedia.org/wiki/Fenugreek
herbal,Feverfew,,,,https://en.wikipedia.org/wiki/Tanacetum_parthenium
herbal,Flaxseed,,,,https://en.wikipedia.org/wiki/Flax
herbal,Ginger,,,,https://en.wikipedia.org/wiki/Ginger
herbal,Ginkgo,,,,https://en.wikipedia.org/wiki/Ginkgo_biloba
herbal,Ginseng,,,,https://en.wikipedia.org/wiki/Ginseng
herbal,Goldenseal,,,,https://en.wikipedia.org/wiki/Goldenseal
herbal,Lemon balm,,,,https://en.wikipedia.org/wiki/Lemon_balm
herbal,Liquorice,,,,https://en.wikipedia.org/wiki/Liquorice
herbal,Marigold,,,,https://en.wikipedia.org/wiki/Calendula_officinalis
herbal,Marsh-mallow,,,,https://en.wikipedia.org/wiki/Althaea_officinalis
herbal,Neem,,,,https://en.wikipedia.org/wiki/Azadirachta_indica
herbal,Opium poppy,,,,https://en.wikipedia.org/wiki/Papaver_somniferum
herbal,Oregano,,,,https://en.wikipedia.org/wiki/Oregano
herbal,Peppermint,,,,https://en.wikipedia.org/wiki/Peppermint
herbal,Purple coneflower,,,,https://en.wikipedia.org/wiki/Echinacea_purpurea
herbal,Rosemary,,,,https://en.wikipedia.org/wiki/Rosemary
herbal,Sage,,,,https://en.wikipedia.org/wiki/Salvia_officinalis
herbal,Star anise,,,,https://en.wikipedia.org/wiki/Star_anise
herbal,Summer savory,,,,https://en.wikipedia.org/wiki/Summer_savory
herbal,Tea tree oil,,,,https://en.wikipedia.org/wiki/Tea_tree_oil
herbal,Thyme,"Thyme ( / t aɪ m / ) is a culinary herb consisting of the dried aerial parts of some members of the genus Thymus of flowering plants in the mint family Lamiaceae . [ 1 ] Thymes are native to Eurasia and north Africa. Thymes have culinary, medicinal, and ornamental uses. The species most commonly cultivated and used for culinary purposes is Thymus vulgaris , native to Southeast Europe.",,,https://en.wikipedia.org/wiki/Thyme
herbal,Turmeric,,,,https://en.wikipedia.org/wiki/Turmeric
herbal,Umckaloabo,,,,https://en.wikipedia.org/wiki/Pelargonium_sidoides
herbal,Valerian,,,,https://en.wikipedia.org/wiki/Valerian_(herb)
herbal,Verbena,,,,https://en.wikipedia.org/wiki/Verbena
herbal,White willow,,,,https://en.wikipedia.org/wiki/Salix_alba
herbal,Yarrow,,,,https://en.wikipedia.org/wiki/Achillea_millefolium
herbal,Za'atar,,,,https://en.wikipedia.org/wiki/Za%27atar
herbal,Almond mushroom,,,,https://en.wikipedia.org/wiki/Agaricus_subrufescens
herbal,Chaga mushroom,,,,https://en.wikipedia.org/wiki/Inonotus_obliquus
herbal,Echigoshirayukidake,,,,https://en.wikipedia.org/wiki/Echigoshirayukidake_(Basidiomycetes-X)
herbal,Lingzhi mushroom,,,,https://en.wikipedia.org/wiki/Lingzhi_mushroom
herbal,Maitake,,,,https://en.wikipedia.org/wiki/Grifola_frondosa
herbal,Meshima,,,,https://en.wikipedia.org/wiki/Meshimakobu
herbal,Morel mushroom,,,,https://en.wikipedia.org/wiki/Morchella_esculenta
herbal,Shiitake,,,,https://en.wikipedia.org/wiki/Shiitake
herbal,Islamic herbology,,,,https://en.wikipedia.org/wiki/Medicine_in_the_medieval_Islamic_world
herbal,Japanese herbology,,,,https://en.wikipedia.org/wiki/List_of_kampo_herbs
herbal,Korean herbology,,,,https://en.wikipedia.org/wiki/Traditional_Korean_medicine#Herbal_medicine
herbal,Doctrine of signatures,"The doctrine of signatures , also known as the doctrine of correspondences, is a biomedicinal theory or psuedoscience. It states that herbs or animals have physical or behavioral traits that mirror the ailment it can successfully treat. [ 1 ] Theological justifications, such as that of botanist William Cole, were that God would want to show men what plants would be useful for. [ 2 ] The doctrine of signatures has a debated origin. [ 3 ] Many historians believe it begins with primitive thinking methods, while other historians believe it originated with Dioscorides and was popularized in the 16th and 17th centuries after Jakob Böhme coined the doctrine of signatures in his book The Signature of All Things . [ 2 ] [ 3 ] [ 4 ]",,,https://en.wikipedia.org/wiki/Doctrine_of_signatures
herbal,Herb garden,"A physic garden is a type of herb garden with medicinal plants . Known since at least 800, they are the predecessors of botanical gardens .",,,https://en.wikipedia.org/wiki/Physic_garden
herbal,Herbal,,,,https://en.wikipedia.org/wiki/Herbal
herbal,Herbal tea,"Herbal teas or herb teas, technically known as herbal infusions , and less commonly [ 2 ] called tisanes , [ 3 ] are beverages made from the infusion or decoction of any herbs , spices , or other plant material in water that is not derived from the tea plant ( Camellia sinensis ). Many herbs used in teas/tisanes are also used in herbal medicine and in folk medicine . Herbal teas are not technically teas because they are not brewed from the tea plant.",,,https://en.wikipedia.org/wiki/Herbal_tea
herbal,Herbalism,"Herbal medicine (also called herbalism , phytomedicine or phytotherapy ) is the study of pharmacognosy and the use of medicinal plants , which are a basis of traditional medicine . [ 1 ] Scientific evidence for the effectiveness of many herbal treatments remains limited, prompting ongoing regulatory evaluation and research into their safety and efficacy. Standards for purity or dosage are generally not provided. [ 1 ] [ 2 ] The scope of herbal medicine sometimes includes fungal and bee products, as well as minerals , shells and certain animal parts. [ 3 ]",,,https://en.wikipedia.org/wiki/Herbalism
herbal,Medicinal plants,,,,https://en.wikipedia.org/wiki/Medicinal_plants
herbal,Ambient standards(US),,,,https://en.wikipedia.org/wiki/National_Ambient_Air_Quality_Standards
herbal,Index,"An air quality index ( AQI ) is an approximation of how polluted the air currently is or how polluted it is forecast to become. As air pollution levels rise, so does the AQI, along with the associated public health risk.",,,https://en.wikipedia.org/wiki/Air_quality_index
herbal,Indoor,,,,https://en.wikipedia.org/wiki/Indoor_air_quality
herbal,Law,"Air quality laws govern the emission of air pollutants into the atmosphere . A specialized subset of air quality laws regulate the quality of air inside buildings . Air quality laws are often designed specifically to protect human health by limiting or eliminating airborne pollutant concentrations. Other initiatives are designed to address broader ecological problems, such as limitations on chemicals that affect the ozone layer , and emissions trading programs to address acid rain or climate change . Regulatory efforts include identifying and categorising air pollutants, setting limits on acceptable emissions levels, and dictating necessary or appropriate mitigation technologies.",,,https://en.wikipedia.org/wiki/Air_quality_law
herbal,Clean Air Act(US),,,,https://en.wikipedia.org/wiki/Clean_Air_Act_(United_States)
herbal,Ozone depletion,"Ozone depletion consists of two related events observed since the late 1970s: a lowered total amount of ozone in Earth's upper atmosphere, and a much larger springtime decrease in stratospheric ozone (the ozone layer ) around Earth's polar regions. [ 1 ] The latter phenomenon is referred to as the ozone hole . There are also springtime polar tropospheric ozone depletion events in addition to these stratospheric events.",,,https://en.wikipedia.org/wiki/Ozone_depletion
herbal,Airshed,"An airshed is a geographical area where local topography and meteorology limit the dispersion of pollutants away from the area. They are formed by air masses moving across a landscape, thus influencing the atmospheric composition of that area. Their boundaries are loosely defined, but can be quantified. Airborne chemicals disperse throughout an airshed and enter bodies of water in the area. [ 1 ]",,,https://en.wikipedia.org/wiki/Airshed
herbal,Trading,Emissions trading is a market-oriented approach to controlling pollution by providing economic incentives for reducing the emissions of pollutants . [ 1 ] The concept is also known as cap and trade (CAT) or emissions trading scheme (ETS). One prominent example is carbon emission trading for CO 2 and other greenhouse gases which is a tool for climate change mitigation . Other schemes include sulfur dioxide and other pollutants. [ 2 ],,,https://en.wikipedia.org/wiki/Emissions_trading
herbal,Deforestation (REDD),,,,https://en.wikipedia.org/wiki/REDD_and_REDD%2B
herbal,Bio,"Bioenergy is a type of renewable energy that is derived from plants and animal waste. [ 1 ] The biomass that is used as input materials consists of recently living (but now dead) organisms, mainly plants. [ 2 ] Thus, fossil fuels are not regarded as biomass under this definition. Types of biomass commonly used for bioenergy include wood, food crops such as corn, energy crops and waste from forests, yards, or farms. [ 3 ]",,,https://en.wikipedia.org/wiki/Bioenergy
herbal,Law,"Energy laws govern the use and taxation of energy , both renewable and non-renewable .  These laws are the primary authorities (such as caselaw , statutes , rules, regulations and edicts ) related to energy.  In contrast, energy policy refers to the policy and politics of energy.",,,https://en.wikipedia.org/wiki/Energy_law
herbal,Resources,"World energy resources are the estimated maximum capacity for energy production given all available resources on Earth . They can be divided by type into fossil fuel , nuclear fuel and renewable resources .",,,https://en.wikipedia.org/wiki/World_energy_resources
herbal,Fossil fuels,,,,https://en.wikipedia.org/wiki/Fossil_fuel
herbal,gas,"Fuel gas is one of a number of fuels that under ordinary conditions are gaseous . Most fuel gases are composed of hydrocarbons (such as methane and propane ), hydrogen , carbon monoxide , or mixtures thereof. Such gases are sources of energy that can be readily transmitted and distributed through pipes.",,,https://en.wikipedia.org/wiki/Fuel_gas
herbal,peak coal,,,,https://en.wikipedia.org/wiki/Peak_coal
herbal,peak gas,,,,https://en.wikipedia.org/wiki/Peak_gas
herbal,peak oil,,,,https://en.wikipedia.org/wiki/Peak_oil
herbal,Geothermal,Geothermal energy is thermal energy extracted from the Earth's crust . It combines energy from the formation of the planet and from radioactive decay . Geothermal energy has been exploited as a source of heat and/or electric power for millennia.,,,https://en.wikipedia.org/wiki/Geothermal_energy
herbal,Hydro,,,,https://en.wikipedia.org/wiki/Hydropower
herbal,Nuclear,,,,https://en.wikipedia.org/wiki/Nuclear_power
herbal,Solar,,,,https://en.wikipedia.org/wiki/Solar_energy
herbal,sunlight,"Sunlight is the portion of the electromagnetic radiation which is emitted by the Sun (i.e. solar radiation) and received by the Earth , in particular the visible light perceptible to the human eye as well as invisible infrared (typically perceived by humans as warmth) and ultraviolet (which can have physiological effects such as sunburn ) lights. However, according to the American Meteorological Society , there are ""conflicting conventions as to whether all three [...] are referred to as light, or whether that term should only be applied to the visible portion of the spectrum"". [ 1 ] Upon reaching the Earth, sunlight is scattered and filtered through the Earth's atmosphere as daylight when the Sun is above the horizon . When direct solar radiation is not blocked by clouds , it is experienced as sunshine , a combination of bright light and radiant heat (atmospheric). When blocked by clouds or reflected off other objects , sunlight is diffused . Sources estimate a global average of between 164 watts to 340 watts [ 2 ] per square meter over a 24-hour day; [ 3 ] this figure is estimated by NASA to be about a quarter of Earth's average total solar irradiance .",,,https://en.wikipedia.org/wiki/Sunlight
herbal,shade,"Shade is the blocking of sunlight (in particular direct sunshine) by any object, and also the shadow created by that object. It may refer to blocking of sunlight by a roof , a tree , an umbrella , a window shade or blind , wall , curtains , or other objects.",,,https://en.wikipedia.org/wiki/Shade_(shadow)
herbal,Wind,,,,https://en.wikipedia.org/wiki/Wind_power
herbal,Agricultural,"Agricultural land is typically land devoted to agriculture , [ 1 ] the systematic and controlled use of other forms of life —particularly the rearing of livestock and production of crops —to produce food for humans . [ 2 ] [ 3 ] It is generally synonymous with both farmland or cropland , as well as pasture or rangeland .",,,https://en.wikipedia.org/wiki/Agricultural_land
herbal,arable,,,,https://en.wikipedia.org/wiki/Arable_land
